"Problem","Severity","File","Line","Column","Rule","Description","URL","Category","Engine"
"183","3","C:\Users\bshao\Desktop\LMS\LMS\force-app\main\default\classes\lmsCoursesTabController.cls","198","53","ApexCRUDViolation","Validate CRUD permission before SOQL/DML operation or enforce user mode","https://docs.pmd-code.org/pmd-doc-7.9.0/pmd_rules_apex_security.html#apexcrudviolation","Security","pmd"
"184","3","C:\Users\bshao\Desktop\LMS\LMS\force-app\main\default\classes\lmsMyCourseModulesController.cls","10","31","ApexCRUDViolation","Validate CRUD permission before SOQL/DML operation or enforce user mode","https://docs.pmd-code.org/pmd-doc-7.9.0/pmd_rules_apex_security.html#apexcrudviolation","Security","pmd"
"185","3","C:\Users\bshao\Desktop\LMS\LMS\force-app\main\default\classes\lmsMyCourseModulesController.cls","35","53","ApexCRUDViolation","Validate CRUD permission before SOQL/DML operation or enforce user mode","https://docs.pmd-code.org/pmd-doc-7.9.0/pmd_rules_apex_security.html#apexcrudviolation","Security","pmd"
"186","3","C:\Users\bshao\Desktop\LMS\LMS\force-app\main\default\classes\lmsMyCourseModulesController.cls","46","73","ApexCRUDViolation","Validate CRUD permission before SOQL/DML operation or enforce user mode","https://docs.pmd-code.org/pmd-doc-7.9.0/pmd_rules_apex_security.html#apexcrudviolation","Security","pmd"
"187","3","C:\Users\bshao\Desktop\LMS\LMS\force-app\main\default\classes\lmsMyCourseModulesController.cls","124","53","ApexCRUDViolation","Validate CRUD permission before SOQL/DML operation or enforce user mode","https://docs.pmd-code.org/pmd-doc-7.9.0/pmd_rules_apex_security.html#apexcrudviolation","Security","pmd"
"188","3","C:\Users\bshao\Desktop\LMS\LMS\force-app\main\default\classes\lmsSendCourseEnrollmentMail.cls","9","15","ApexCRUDViolation","Validate CRUD permission before SOQL/DML operation or enforce user mode","https://docs.pmd-code.org/pmd-doc-7.9.0/pmd_rules_apex_security.html#apexcrudviolation","Security","pmd"
"189","3","C:\Users\bshao\Desktop\LMS\LMS\force-app\main\default\classes\lmsSendCourseEnrollmentMail.cls","13","40","ApexCRUDViolation","Validate CRUD permission before SOQL/DML operation or enforce user mode","https://docs.pmd-code.org/pmd-doc-7.9.0/pmd_rules_apex_security.html#apexcrudviolation","Security","pmd"
"190","3","C:\Users\bshao\Desktop\LMS\LMS\force-app\main\default\classes\lmsSendCourseEnrollmentMail.cls","15","51","ApexCRUDViolation","Validate CRUD permission before SOQL/DML operation or enforce user mode","https://docs.pmd-code.org/pmd-doc-7.9.0/pmd_rules_apex_security.html#apexcrudviolation","Security","pmd"
"191","3","C:\Users\bshao\Desktop\LMS\LMS\force-app\main\default\classes\lmsSendCourseEnrollmentMail.cls","19","16","ApexCRUDViolation","Validate CRUD permission before SOQL/DML operation or enforce user mode","https://docs.pmd-code.org/pmd-doc-7.9.0/pmd_rules_apex_security.html#apexcrudviolation","Security","pmd"
"192","3","C:\Users\bshao\Desktop\LMS\LMS\force-app\main\default\classes\lmsSendInvoiceMail.cls","6","23","ApexCRUDViolation","Validate CRUD permission before SOQL/DML operation or enforce user mode","https://docs.pmd-code.org/pmd-doc-7.9.0/pmd_rules_apex_security.html#apexcrudviolation","Security","pmd"
"193","3","C:\Users\bshao\Desktop\LMS\LMS\force-app\main\default\classes\lmsSendInvoiceMail.cls","7","32","ApexCRUDViolation","Validate CRUD permission before SOQL/DML operation or enforce user mode","https://docs.pmd-code.org/pmd-doc-7.9.0/pmd_rules_apex_security.html#apexcrudviolation","Security","pmd"
"194","3","C:\Users\bshao\Desktop\LMS\LMS\force-app\main\default\classes\lmsSendInvoiceMail.cls","10","16","ApexCRUDViolation","Validate CRUD permission before SOQL/DML operation or enforce user mode","https://docs.pmd-code.org/pmd-doc-7.9.0/pmd_rules_apex_security.html#apexcrudviolation","Security","pmd"
"195","3","C:\Users\bshao\Desktop\LMS\LMS\force-app\main\default\classes\lmsSendInvoiceMail.cls","14","40","ApexCRUDViolation","Validate CRUD permission before SOQL/DML operation or enforce user mode","https://docs.pmd-code.org/pmd-doc-7.9.0/pmd_rules_apex_security.html#apexcrudviolation","Security","pmd"
"196","3","C:\Users\bshao\Desktop\LMS\LMS\force-app\main\default\classes\lmsSendInvoiceMail.cls","16","51","ApexCRUDViolation","Validate CRUD permission before SOQL/DML operation or enforce user mode","https://docs.pmd-code.org/pmd-doc-7.9.0/pmd_rules_apex_security.html#apexcrudviolation","Security","pmd"
"197","3","C:\Users\bshao\Desktop\LMS\LMS\force-app\main\default\classes\lmsSendInvoiceMail.cls","19","16","ApexCRUDViolation","Validate CRUD permission before SOQL/DML operation or enforce user mode","https://docs.pmd-code.org/pmd-doc-7.9.0/pmd_rules_apex_security.html#apexcrudviolation","Security","pmd"
